,id,text_n,is_sarcastic
1309,463,"Самый классный рекламный канал и ведущие эксперты этого канала кого хочешь переспорят и заткнут браво браво. рекламы только маловато что то вы безидейные совсем в этом плане крутите одну и ту же рекламу по 100 раз, внесите рекламу женских штучек что-ли для веселья. Или как стать футбольным экпертом что нужно одеть для этого )))",1
1315,588,"Самый отвратительный сервис, отношение к клиентам оставляет желать лучшего, доставка курьером согласована была на определенное время, товар доставлен не был, Даже не было звонка с предупреждением о задержке, когда сама позвонила курьер хамовато отправил на горячую линию, там сказали, что помочь не могут, потому что не могут дозвониться до курьера. Отличная клиентоориентированность.",1
1319,1077,"Самый худший оператор, доже одной звезды много! Интернета нет, поддержка это вообще отдельная история,рекомендуют купить усилитель сигнала! Чего установить? Если скорость интернета рядом с вышкой ниже плинтуса 🤣",1
1322,509,"Сборная России по хоккею- позор!!! А комментаторы как не сглаживали этот ""фурор"" сами ждали другого!!! Позор, позор, позооооооор!!!",1
1324,985,"Связь отвратительная, чтобы позвонить надо выйти из дома к дороге, высоко поднять руку, тогда может быть. Про интернет история умолчивает, вообще нет. Только реклама по телевизору идеальная.",1
1325,954,"Связь помойка, когда покупаешь новую сим, всё замечательно интернет для нашей местности огонь. Через 1-2 месяца перестаёт грузить. Цпп говорят что у меня нет 4g хотя вышка в 100 метрах от меня.",1
1332,792,"Сделала заказ ожидание 50 минут,прошел час позвонил сотрудник заменить товар ,я согласилась ,так же сказали что привезти смогут позже к 22:00,хорошо ))
Спустя 1.30 думаю ,что то уже долго нет курьера,зашла в приложение «заказ отменен»
Замечательно)
Спасибо)
Круто,а сосок главное я бы и до часу ночи ждала ,спасибо что сообщаете .
Позвонила на горячую линию ,в чем дело ребятки ?)извините не нашли курьера )))))
Класс,удалила вас... ",1
1339,447,"Сегодня 14 мая в 16:55 должен был начаться матч Штуггарт-Байер 04. Вместо этого показывают, а точнее затягивают программу ""все на матч"". И в этой программе (конкретно в этом выпуске) показывают бокс👍(да, это очень гениально). И ещё- бокса в программе нет!",1
1341,831,"Сегодня Мегафон меня ""отблагодарил"" за долгое сотрудничество. Предложили подключить новый тариф по льготной цене, рассказали только о преимуществах, конечно. Когда я попросила время, чтобы хорошо ознакомиться с условиями тарифа и позже принять решение о переходе на него, девушка сказала, что тогда льготная цена не будет действовать, что если я перейду сейчас, то в первый месяц для моего удобства (я, наивная,... ",1
1343,366,"Сегодня директор магазина на Упита 5А, г. Киров выгнала меня из салона с криками: ""Пошла вон отсюда я тебе сказала"". Я являюсь клиентом МТС более 5 лет. Удивительный подход...",1
1345,1000,"Сегодня наконец-то расторгнул договор с мегафоном. Самый отвратительный оператор связи. Мнит себя номером один, а по факту полный ноль 🤣. Поддержка не работает, дозвониться невозможно и этот список можно продолжать долго.",1
1350,1985,"Сегодня, вечером в пятницу в студии собрались все ""самые крупные специалисты"" из ОТСТОЙНИКА. Жаль, восходящая звезда пятничных эфиров господин Старшинов спрятался уже в который раз от зрителей программы. Возглавил, как всегда, всю эту эфирную шо*лу Абзалов. Многие зрители уверены, что в ближайшее время он опустит свои штаны в клетку до пола и сыграет стране, как Зеленский, но на бубнах! Ты,... ",1
1352,676,"Сейчас на авито творится нечто безумное.
Наглость требований зашкаливает, даже не разумные пределы.
Пришли паспорт, причем без гарантий сохранности данных, посмотри в камеру и покрути головой)) а на одной ножке не попрыгать?)) фильтры уже давно работают ужасно, нужные объявления потом не найти, а вот всякую околесицу суют на глаза постоянно и попытки отписаться, как мертвому припарки. Все интересные предложения запрятаны в недра... ",1
1353,962,"Сейчас по вашему адресу проводятся плановые работы по обновлению оборудования. Это сказывается на качестве услуг связи. Окончание работ запланировано на 31.12.2024.
Круто правда. а денежки снимаюся а свяхь отвратная и месенжеры просто висят.",1
1354,2014,"Семья Скабеевых по заданию руководителей обсуждает только внешние вопросы, в основном, Украина, НАТО, США. Такое впечатление, наша самая успешная страна, да и поговорить нам не о чем. Глубоко улыбаться и хором перебивать тандемом ведущими большого ума не надо. Так, разбился по непонятным причинам АН 148, погибли наши люди (пусть наемники, незаконно воевавшие там) в Сирии, уход с большого поста в... ",1
1356,577,"Сервис на 0 , путают адреса , путают телефоны. буду рад если письмо вообще дойдет.",1
1357,729,"Сервис стал ужасный. Тратишь время на формирование заказа, ждешь, надеешься на привоз продуктов, в итоге тебе его в последний момент отменяют, ссылаясь, то на сбой в системе, то на нехватку сотрудников, то машина у курьера сломалась. Смешно!!! Не можете, не беритесь!!!",1
1360,1069,"Сижу на мегафоне более 10 лет, просто семья на нем, поэтому не меняю
Интернет скоростью 50-100кб в секунду, все еле грузит (это безлимит такой, независимо от локации), телефонные звонки через раз удаются))
Тех. поддержка говорит ""с покрытием нехорошо"", но как 4 года назад было так, так оно и остается, только отписки ""постараемся улучшить""
Тариф принудительно меняют на новый, с увеличением стоимости (качество связи... ",1
1362,2044,"Скабеева говорит, что Грузия вступает в НАТО и вдруг ... оглушительные аплодисменты. Все рады видно. Придурки! Буду я ерундой всякой заниматься.",1
1364,431,"Скворцов и Губерниев два комментатора когда очень хочется выключить звук. Хотя нет, с удовольствием послушал бы их вместе.",1
1367,456,"Сколько можно показывать этот гребанный биатлон, просто за****и уже со своим шипулиным, который ничего выиграть не может кроме эстафеты. В выходные столько матчей в Европе, зато биатлон целый день с на всю голову губерниевым! тошнит от этого дебила. Малафееву надо было ему яйца отрезать.",1
1370,1009,"Скорость интернета просто ужасная. В течении дня интернет иногда появляеться и его скорость достигает 1-2 м/байта, но чаще всего не открываеться даже яндекс. Это просто смешно. Про связь я не пишу, так как звоню мало, но и эта тема заслуживает отдельного внимания.",1
1372,18,"Следовали 27 сентября на поезде 81 вагон 10 . При входе в вагон света нет вообще, температура в вагон на табло + 31, следуем уже 2 часа жара невозможна. Попросили воды , вода есть, но оплата только наличными 0,5 л - 75 рублей. Охренеть бизнес , это круче чем на безпроигнышных лотереях. Самый главный прикол за такое "" приятное"" отношение... ",1
1376,1790,"Смех! В анонсе ‘Голоса’ сказано, что в жюри МЕГАЗВЕЗДЫ????
Музыкальное образование только у Крида, а Максим пусть идет боксом занимается! Она , не имея музыкального образования суперзвезда?
Уберите ее от детей и научите одеваться соответственно ситуации
А судьи кто?",1
1378,480,"Смотрю футбол с выключенным звуком.Ни одного нормального комментатора.Особенно ""хороша"" сладкая парочка Черданцев-Арустомян. Передачу ""после футбола"" нужно переименовать в ""без футбола"" или ""около футбола"", т.к. один треп Черданцева (болтлив как баба) с приглашенными гостями.И это вместо обзора матчей , как было у Стогниенко на России-2. ""Лучший"" комментатор биатлона Губерниев лезет в футбол (ЧЕ), а теперь и в хоккей.
Его наглая и агрессивная... ",1
1380,328,"Собирался прреходить с мтс на другого оператора, предложили остаться на условиях 225р за тариф и обещали, что его стоимость не изменится никогда. В итоге в этом году поднимают до 248, и вот опять поднимают до 322!!! При том, что качество связи и интернета просто отвратительное! Так что переходим к другим, удачи мтс, так вы всех клиентов растеряете",1
1387,544,"Согласен с предыдущими отзывами, зачем вы показываете людей которые просто говорят, единственный Евгений Ловчев в футболе разбирается, остальные Родимовы и Аршавины могут только рассуждать после игры, а вот можно было так, или так. Все люди видят и так всё. С букмекирами футбола не стало. А на счёт трансляции, просто смешно. Денег не хватило))) Можно и финал послушать с видом на... ",1
1393,363,"Сотрудничаем около года! За год компания показала себя не с лучшей стороны!
Очень много жалоб за год было оставлено! Нет никакого удержания, клиентов не ценят , ставят ни во что, операторы на горячей линии не компетентны, постоянно говорят ложную информацию, не зная свой регламент компании! Сначала наобещают , а потом говорят у нас такого нет и отказываются от своих слов!... ",1
1414,326,Специалист не пришло в назначенное время. Хоче расторгнуть договор. Жду целый день. Оператор всë обещает специалиста.,1
1415,1013,"Списали плату по тарифу на месяц, и тут же пишут ""у вас заканчиваются средства"". Мегафон! Убавь аппетит, а то можно не проглотить. Всё сообщения от мегафона сохранил, жалобу подам в контролирующих органы",1
1416,202,"Списываются деньги за поездки, которые не только не совершались, а даже не существовали.
Поддержка же не может в этом разобраться! Видимо надеются на то, что из-за небольшой суммы люди не будут разбираться.
Но такой подход, конечно удивляет!",1
1417,408,"Спортивная гимнастика, женщины, командные соревнования. Олимпиада! Спасибо за устное упоминание об участии американок! Американская команда-победительница в таком отрыве от всех остальных, в такой недосягаемости, что их можно и не показывать.",1
1423,265,"Столкнулись с вопиющим безобразием со стороны таксиста Яндекс такси . за столько лет заказа такси такого чуда не было. Приехали поездом , на жд заказали такси доехать домой с вещами, подъехал таксист и прямо на глазах отменил заказ , видимо , кто то пожирнее заказал , короче переобулся .Пришлось время терять и снова заказывать . А если... ",1
1425,1048,"Столько лет пользуюсь Мегафон и приплыли теперь. Ни позвонить, ни интернета, в центре города Туапсе нет связи. Чат для чего придумали? Решать что-нибудь собираетесь?
Проблему не решили, заявку закрыли, как так?",1
1430,1368,"Супруг оформил потребительский кредит 03.10.2020 года на сумму 600 000 р. При отказе от страховки (не нажали на галочку) в кредите было отказано - хотя на первой странице страхового договора написано, что отказ от страховки НЕ ЯВЛЯЕТСЯ причиной для отказа в кредите. Но видать не тут то было. Написать одно, а сделать другое.",1
1431,309,"Сутки пыталс связаться с манагером, просто буй кладут на обращение, постоянно играет музыка и пидр постоянно говорит про ожидание более 10 минут! Охуиьельгый сервис! Браво! Сдохните су*и!!!!",1
1432,127,"Счета отправляете регулярно, молодцы. В августе месяце у меня должны были забрать оборудование, забрали в октябре и предлагаете оплатить этот период. Услугами связи я не пользовалась ни разу, оборудование лежало в пакете, у меня до августа ремонт в квартире был, я предупреждала ваших сотрудников, но счета шли регулярно и я их оплачивала. Переехала я в августе, принесла оборудование в офис,... ",1
1434,2010,"Так вот они какие обещанные ПРОРЫВ и РЕШИТЕЛЬНЫЙ РЫВОК В БУДУЩЕЕ ..!!! То ли ещё будет....! За что боролись ,"" уважаемые "" избиратели, на то и напоролись.",1
1435,1834,"Так ждали Голос Дети. Но так как ведет себя Лобода, просто не приятно смотреть.Интересно руководству первого канала это нравится?Почему родители детей участников не выразили протест против членов жюри.",1
1436,150,"Так здорово придумано! Подключают вам платную услугу без вашего ведома.узнаёте вы об этом только в момент платежа.Начинаете звонить,разбираться оказывается что вы сами ее подключили. Даёте заявку на отключение с первого числа.в следующий месяц опять получаете завышенный платеж опять звоните ,опять разбираетесь они вам объясняют что услуга отключила но спервого числа а за прошлый месяц придется заплатить. Вот вы уже на... ",1
1444,1972,"Татьяна, у Вас чего там в мозгах переклинило или заело? Ну, восторгайтесь Сюткиным, любите его, обожайте. Но три одинаковых отзыва с небольшой разницей лишь в их названии- это уже через чур. Или Вы думаете мы с первого раза не поймем смысла Вашего перла? А может Вы таким образом повышаете рейтинг обожаемого Вами Сюткина и слабенького восьмого сезона Голоса?",1
1446,274,"Тверь.Была всегда довольна Яндекс такси. Но последний случаи поменял мое мнение.13.08.2018 ехала из дома за 93 рубля,а возвращаться из того же пункта пришлось за 152 руб.Водитель объяснил что большой спрос, поэтому подняли цену. аж на 60%.Такого у нас не было. Такси пользуюсь часто.Что за 2 часа выросла цена на бензин и авто подали новенькое. Нет пришло авто эконом класс.По мере... ",1
1451,1907,"То он участник голой вечеринки, то он в Большом театре на юбилее у Пахмутовой в патриотическом стиле ""весь из себя"", ну, и конечно, безоговорочный премиант шоу-бизнеса - мастер на всё и всех! А кто может, хоть, одну его песню спеть? А теперь ещё и лучший наставник и его подопечный Иголкин - победитель!!! Билана готовят на присуждение народного звания? Слишком... ",1
1464,1968,"Только что послушал выступление Таис из Турции, великолепно исполненная русская песня на превосходном русском и чудесным, сочным голосом. Но вот беда - нынешним наставникам такие песни - не формат, они не представляют, что из их неглубокого кругозора можно предложить таким талантам. А девочка из Турции наивно думала, что выбор русской народной в России как-то поможет ей понравиться ""русским"" наставникам. Видно,... ",1
1467,522,"Трансляции лыжных гонок в этом году, прекрасны. Руководство канала ,пожалуйста, отстраните Дмитрия Губерниева от комментирования лыжных гонок. Он так уже надоел, мы уже биатлон перестали смотреть из-за него, очень надоели его крики, личные неумесные рассуждения и многое другое. Так приятно было смотреть и слушать гонку Тур де ски, там Губерниева не было, столько много интересного от комментаторов бывших лучших лыжников.... ",1
1474,898,У мегафона тоже начались выходные 🤣! Даже одной звезды для данного оператора много. Начиная с вечера пятницы и все выходные постоянно пропадает связь. Пожалуй надо отказываться от услуг мегафона.,1
1480,138,"У меня наконец то закончилось ""сотрудничество"" с данной компанией. Ни кому и ни когда не порекомендую Ростелеком. Подключилась так сказать по не знанию, горько о том пожалев. Для расторжения договора пришлось подключить ведомства, которые обязаны заниматься данным вопросом, а это Роскомнадзор, Роспотребнадзор, а также не постеснялась написать на сайт президента РФ что бы конкретно работало. Результат есть, не скромничайте люди,... ",1
1484,1981,"Уберите двух колхозников: Басту и Крида, которые сами петь не умеют, а как услышат талантливого ребенка, до которого им в 2-м далеко, впадают в ступор и косятся на Гагарину: Полина, возьми. Где Билан и др. таланты? Что в России талантливые педагоги перевелись!?",1
1488,1089,"Уберите с ТВ эту мерзкую рекламу с Киркоровым!!!! Этот петух весь в блестках-стразах-перьях! Что, уже простили и нашли повод для сарказма с ""не той дверью""??? Остальные, те кому стыдно, что они русские, тоже сейчас все прощены будут? Буду менять оператора только из-за этой рекламы.",1
1489,98,"Уважаемая Таня,!
Вам очень повезло😊.
Подскажите если не секрет ,где этот интернет не дорогой и летит, в какой части нашей страны?😊
Может туда переедем 😂",1
1507,2021,"Удалось короткий период спокойно, без одиозной ""ведущей"" посмотреть передачу. К сожалению, опять уходим на 1-й!",1
1512,1100,"Удивительное рядом! 27 декабря 23 года пришло смс, что эти добродетели решили поменять мне тариф (пользуюсь номером около 20 лет), 28 декабря 23 пришло смс, что могу отказаться от нового тарифа введя комбинацию за сутки. На всякий случай сразу отправила им эту комбинацию и, как дура, поставила напоминание - отказаться от тарифа 27 января 24 года, и таки еще 27... ",1
1514,190,"Удивительный мир сегодня открылся для меня! Я даже и не знала что такое бывает. С Яндекс такси я как пассажир с 2017 года. За это время ни разу не была в столь «милом» положении. Водитель обхамил за то что я была не довольна его решением повезти меня по длинному маршруту, да еще и пригрозил, что не один водитель из его... ",1
1519,170,"Ужасная компания, к сожалению нет альтернативы, раз в месяц обращаюсь с проблемами связи, и это в Москве, работаю на удаленке, на данный момент нет интернета более 12 часов, на вопрос кто будет компенсировать мои убытки, связанные на прямую с отсутствием связи, в ответ- мы сделаем перерасчёт, это рублей 20!! Классс",1
1522,152,Ужасная организация хотел произвести подключение отказали ссылаясь что я должен преобрести у них роутерр мой личный неподходит потому что он списан? Складываеться впечатление что они роутерами торгуют а не провайдеры. Видать у них все хорошо ну ладно пойдем к другим.,1
1526,751,"Ужасная, навязчивая реклама, ета, ета, ета, ета, слышится! Почему у нас реклама такая тупая, где нормальные дизайнеры, продьюссоры и т.д. все дауны, что ли. Ну были ролики, которые, сколько не смотришь, нравится все больше и больше, понятное дело деньги, но настолько пятикантово, я выключаю звук или переключаю просто, и думаю, остальные делают тоже самое. Самое смешное, певцы, которое все это... ",1
1531,896,"Ужасные сотрудники работают по адресу Самарская область, г. ,Сызрань, ул.Лазо, 10. Купила сегодня телефон в данном офисе и т. к самой разобраться с подключением не получилось вернулась в магазин где на меня наорали помощи никакой не оказали сказали что в моем возрасте надо дома уже сидеть. Я потребовала книгу жалоб ответили что ее нет. В общем улыбались и были милыми)) ",1
1534,648,"Ужасный сайт стал, блокируют не по вине хозяина, не учитывают что на территории размещена воинская часть, и невозможно связываться с военными, которые разносят квартиры В описании все указано, что заселяться могут только семейные. Операторы как роботы, конкретно, что нарушино, ответить не могут. Не устраивает политика сайта, до свидания, ответ конечно поразил. Но или есть ли у вас еще вопросы, вопрос... ",1
1537,357,"Уже два месяца без телевидения,хотя МТС регулярно снимают деньги. Звонил уже два раза,мне отвечают,что мастер отчитался ,что все исправил и поменял нам коробку мтс,которого мы не видели,может у него есть ключи от нашей квартиры и приходил в наше отсутствие. Третий раз позвонил,сказали ,что мне перезвонит мастер. Перезвонил,и сказал,чтоб отстали,и менять у нас ни чего не будет. Классно работают,может в суд... ",1
1538,120,"Уже много лет (лет 15 точно) не являюсь абонентом Ростелекома. И все вроде хорошо было до того момента, как в августе 2023 года не пришла единая платёжки на коммунальные услуги. И, о, чудо! В платежке вдруг без моего ведома появляется строка телетрансляция от Ростелекома 200 р. У меня полключен автоплатеж и этот счет я оплатила автоматически и свой промах увидела... ",1
1547,677,Услуга посуточно бронирования жилья очень попахивает политическими моментами! Также красиво втюхивают якобы заботиться о клиент ах и хозяева квартиры! На самом деле просто обдираловка которая удорожать стоимость квартиры а впоследствии увеличивает налог самозанятого! Плюс они намекают что они имеют какой-то алгоритм который им помогает определить почему поступил отказ от бронирование с той или другой стороны! Это очень сильно воняет тем... ,1
1549,939,"Услуги связи предоставляемые Мегафоном не оправдали ожидания (от слова совсем). Решила перейти на другой оператора, но уже в 3й раз мегафон ""не отпускает"" меня и не даёт согласие перевести номер на другого оператора. Дотянули до окончания месяца, что бы я оплатила ещё месяц абонентской платы, и снова жду. Очень интересно сколько это будет продолжаться)). В какой то степени тоже есть... ",1
1554,1068,"Ухожу от Мегафона со слезами смеха на глазах. Понятно, что хуже оператора в природе нет, но даже не в этом дело.
Прислали завлекательную смс, что мол останься с нами милый, не уходи. Обещают и тариф лучший подобрать, и перестать в одностороннем порядке подключать платные услуги и даже обещают защиту от несанкционированного списания денежных средств со счёта.
Ребята, ну вы вообще... ",1
1559,1923,"Халтурно, безвкусно. В финале кажется собрались худшие с худшими песнями. Невозможно слушать однотипные штампованные резюме наставников, видеть фальш и напыщенность этих "" великих вокалистов"".",1
1580,2043,"Хорошо стоять в теплой студии и орать на свою Родину. Уберите хотя бы Кота, разожрались здесь, пусть едут на Донбасс. Хорошо пристроились мерзавцы.",1
1584,365,"Хотел сообщить радостную весть - чудо свершилось и у меня появился спустя 3 недели. на карте МТС Банк статус Плюс. Но счастье было не долгим, т.к.я решил расширить Премиум и подключил Семейную Премиум. После этого все привилегии в одну секунду отключились и начали заново подключаться, кроме статуса Плюс. Поддержка МТС Кешбек отправила в поддержку МТС Банка, а там отправили в... ",1
1585,119,"Хотел сюда устроиться работать, обещали заплатить за обучение! Естественно не заплатили. Как хорошо что не устроился. Можно только представить что было бы потом.",1
1588,694,"Хотела продать б/у холодильник , объявление сняли с публикации через час с формулировкой "" нетипичное поведение"". Требуют выслать паспорт в развёрнутом виде и покрутить головой в камеру. Полнейший беспредел!!!!. Жду с нетерпением когда ваша шарага закроется .",1
1590,175,"Хотелось бы написать хорошее. Достали звонками каждый день, объясняю каждый раз вы не обслуживание, и каждый день одно и тоже. Тупорылые. Теперь даже когда захочу сменить провайдера, ни за что их не выберу.",1
1594,1940,"Хотите быть оригинальной, будьте, но если Меладзе и Сюткин легенда, то почему исполнение Дзюбы нафталиновое, или Меладзе тоже ""великий оригинал"". Название передачи ""Голос"" говорит само за себя. Я уверена, что парень оказался бы в четверке лидеров. С таким голосом может и побеждали, но это голоса России, а не ""американских выскочек"". И потом в защиту судей может у Вас и получилось... ",1
1597,1849,"Хоть один дуэт Арсен и Инна можно отнести по уровню исполнения к первым сезонам Голоса. Жалко, что не прошла Инна с отличным голосом(на порядок лучше чем многие прошедшие дальше). Арсен после ""отсева"" Дзюбы и Алехно для меня безусловно победитель. Остальные ни о чем.",1
1604,643,"Хочу поделится опытом. Чтобы не донимали агенты с предложениями ""помочь"" продать, я при заполнении объявления о продаже недвижимости поставила галочку о том, что продает посредник и мне агенты если и звонили, то только с реальными покупателями. А так надоели очень.",1
1607,264,"Хочу пожаловаться на этого "" чудо водителя"" . Вызывала такси маме, она ехала на кладбище. Сделала заказ через интернет. Построила маршрут, оплатила картой.Водитель довез ее до кладбища и высадил пожилого человека там, где посчитал нужным, заявив , что оплачено по карте до этого места, даже не предложив продлить маршрут и доплатить по карте или наличными за 200 метров проезда.... ",1
1608,122,"Хочу предупредить всех ,что это самый ужасный интернет и ты ,вечные ""АВАРИИ' ВЕЧНЫЕ ПЕРЕБОИ ,ОДИН УЖАС ,НИКОМУ НЕ СОВЕТУЮ !!!!!Даже одной звезды не заслуживает ,полный 0",1
1610,1076,"Хочу пригласить Люсю Чиботину в гости, здесь она отдохнёт от звонков оператора Мегафон, у нас он просто не ловит. Реклама Мегафона, это полная чушь.",1
1615,1024,"Хочу сообщить,что вчера 2.11.2023 мне пришла смс,что абоненская плата теперь будет списываться каждые 30 дней,обращалась и в чат и на горячую линию.,но операторы говорят,что у меня всегда было так!но это явная ложь!-т к это легко проверить,сделав детализацию.А плата за абон.плату у меня всегда была 4го числа!!!мегафон у меня уже более 10 лет!!я никаких на это согласие не давала,мегафон каждый... ",1
1617,113,"Хуже компании, не придумать. Они даже на подключение не пришли. Звоню и спрашиваю почему, а дозванивался к ним почти час. Ответили, что я виноват на что на второй гудок трубку не взял. Пипец, это круто",1
1618,869,"Целый день пытались победить эту контору, что бы они соизволили подключить услугу сервис-гид... без которой нельзя получить пароль для входа в личный кабинет, выбрать тариф и продолжить пользоваться купленным у них же юсби модемом...
Ощущение разговора с контактным центром, как разговора с умалишенными!!! Старшего смены не добится... люди добрые! бегите от этого колхоза куда угодно, или получите полную Ж...ПУ!!!",1
1620,275,"Часами не могу вызвать такси. Не хотят ехать. Десять минут езды от работы до дома для водителей это далеко!!! Если бы штрафовали их за это,как делают в больших городах,то брали бы любые заказы.",1
1622,280,"Часто езжу на яндекс такси. Никогда никаких проблем не было. Сегодня просто кино было. Утром сделала заказ в к.158 до Малинской 48а, приезжает девушка на киа рио т012рв58. Сажусь в такси доезжаем до корпуса 106 и она мне говорит что довезет меня только до круга, так как перекрыто дальше движение, я предлагаю ей поехать в объезд, она мне отвечает... ",1
1629,1833,"Человеку с голосом говорят - вы пропахли нафталином, идите отсюда. Может вы переименуете тогда свою программу? Сюткин - длинные заранее заготовленные монологи, его никто не выбирает. Гагарина не знает, что делать с конкурсантами, нонсенс!!!",1
1632,1912,"Четвёрка соловьёв-наставников извертелась в креслах.Одна ноги на подлокотники забрасывает, другой ногами на сиденье встаёт, садится на корточки в позе ""орла"", советуя остальным членам жюри следовать его примеру.
...""..А вы, друзья, как не садитесь
Всё в музыканты не годитесь..""
Предлагаю руководству 1-го канала заказать у голландцев для """"лучшего наставника"""" кресло с поручнями и стульчаком. Если нет денег, используйте наше. На РЖД есть прекрасный... ",1
1633,1925,"Читал ранее в отзывах вопрос: ""Неужели в финале Нагиев объявит ""ЛУЧШИЙ ГОЛОС СТРАНЫ"", и мне тоже было это интересно. С трудом пРосмотрел финал. Про лучший голос я не услышал ничего, зато неоднократно было сказано про ""ПОБЕДИТЕЛЯ ШОУ"".
Так что, организаторы (или ведущий) и сами прекрасно понимают что данное ШОУ не имеет никакого отношения к лучшим голосам страны.",1
